,year,month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
28,2017,9,Montana,1076,0,2395,4878,140,216,3,4,4,2,474,1035,1,14,1,2,0,0,10,21,4,2,1,0,10283
29,2017,9,Nebraska,3036,113,110,1989,11,4,0,0,3,0,6,57,0,5,1,0,0,0,0,10,0,0,0,0,5345
30,2017,9,Nevada,1952,0,3992,2509,251,237,0,0,0,0,354,165,0,0,0,0,0,0,0,0,0,0,0,0,9460
31,2017,9,New Hampshire,2795,0,4410,3248,132,3,2,0,1,0,0,27,0,63,3,1,0,0,0,4,0,0,0,0,10689
32,2017,9,New Jersey,0,0,3985,3040,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7165
33,2017,9,New Mexico,847,0,5309,4508,353,284,0,5,2,0,529,596,0,44,0,0,0,0,8,5,1,0,0,0,12491
34,2017,9,New York,2933,1164,8392,16213,998,185,0,0,1,1,21,20,4,12,43,1,3,5,348,328,19,7,4,1,30703
35,2017,9,North Carolina,19292,0,1235,11340,657,233,0,11,12,0,2244,2228,4,0,0,0,12,5,9,40,2,0,1,0,37325
36,2017,9,North Dakota,486,0,1359,2919,99,82,3,0,3,1,90,141,1,0,0,0,0,0,8,17,2,1,0,0,5212
37,2017,9,Ohio,8741,490,21085,14998,1202,1026,0,9,8,0,1440,817,7,18,1,0,0,0,58,36,4,1,1,0,49942
38,2017,9,Oklahoma,0,0,8869,9020,741,807,0,17,19,0,1969,1821,2,0,0,0,0,0,59,37,4,1,5,0,23371
39,2017,9,Oregon,3774,11,11557,11773,0,7,1,0,0,0,0,0,0,113,40,1,0,0,0,0,0,0,0,0,27277
40,2017,9,Pennsylvania,23144,0,39825,13222,48,0,179,0,0,0,0,0,0,492,92,1,0,0,0,0,0,0,0,0,77003
42,2017,9,Rhode Island,0,0,907,619,70,163,0,0,0,0,2,2,0,3,1,5,0,0,15,8,1,1,2,0,1799
43,2017,9,South Carolina,9380,349,7574,6037,379,295,0,22,8,2,1051,759,2,47,2,0,0,0,13,10,0,0,0,0,25930
44,2017,9,South Dakota,562,0,2020,4155,154,141,0,1,0,0,143,264,0,0,0,0,0,0,3,14,0,0,0,0,7457
45,2017,9,Tennessee,16887,0,19219,13746,1042,0,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,0,50945
46,2017,9,Texas,31390,0,39119,39416,2768,2473,0,59,44,4,7566,5099,42,48,4,0,0,0,121,87,13,2,5,0,128260
47,2017,9,Utah,12094,25,2840,3960,212,0,0,3,3,0,285,428,3,125,47,16,0,0,0,0,0,0,0,0,20041
48,2017,9,Vermont,0,0,1276,1591,90,80,0,0,0,0,2,34,2,0,0,0,0,0,3,6,0,0,0,0,3084
50,2017,9,Virginia,585,0,19676,15075,1100,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,36446
51,2017,9,Washington,11451,44,13292,11548,1623,587,3,12,11,0,1325,1284,7,416,85,9,0,0,701,590,42,5,13,1,43049
52,2017,9,West Virginia,1668,0,5204,6161,216,387,11,15,13,0,1380,1618,2,10,0,3,0,0,16,18,0,1,0,0,16723
53,2017,9,Wisconsin,12224,0,10918,13133,612,43,0,0,5,4,149,333,4,40,18,3,0,0,0,20,0,0,0,0,37506
54,2017,9,Wyoming,280,11,1337,2015,61,97,1,1,2,0,139,312,0,0,0,0,0,0,10,14,1,0,0,0,4281
55,2017,8,Alabama,19733,4,6289,6045,216,311,0,10,13,2,1314,1071,3,0,0,0,0,0,14,11,2,0,0,0,35038
56,2017,8,Alaska,247,13,2656,3097,207,184,0,4,5,0,218,204,1,31,23,0,0,0,19,36,0,0,1,0,6946
57,2017,8,Arizona,6733,326,10864,7686,908,627,0,9,4,0,1397,682,6,95,7,0,0,0,17,14,1,0,0,0,29376
58,2017,8,Arkansas,3313,957,4827,5297,220,323,34,9,5,1,1048,1453,2,0,0,0,0,0,3,20,1,2,1,1,17517
59,2017,8,California,59528,0,41110,26220,3058,0,0,0,0,0,538,429,18,0,0,0,0,0,0,0,0,0,0,0,130901
60,2017,8,Colorado,5219,0,16610,12925,1013,1035,0,0,0,0,0,0,0,283,64,1,0,0,0,0,0,0,0,0,37150
61,2017,8,Connecticut,5896,420,5289,1988,290,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14019
62,2017,8,Delaware,288,0,1571,1349,94,58,0,0,0,0,29,20,6,0,0,0,0,0,60,30,4,0,0,0,3509
64,2017,8,Florida,18362,0,46682,21717,2847,2048,0,10,5,0,3327,1235,4,354,53,0,0,0,15,5,0,0,0,0,96664
65,2017,8,Georgia,15046,0,11719,7797,377,525,0,22,8,0,1963,1335,4,0,0,0,0,0,18,14,1,1,0,0,38830
67,2017,8,Hawaii,1077,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1079
68,2017,8,Idaho,4736,1,3216,3966,186,205,0,3,5,0,416,527,1,32,9,3,0,0,10,20,2,0,3,0,13341
69,2017,8,Illinois,17053,77949,19807,11333,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126921
70,2017,8,Indiana,15664,0,17271,11844,1132,698,188,1,10,1,205,504,6,11,0,0,0,0,47,53,7,3,4,0,47649
71,2017,8,Iowa,6094,1068,134,2002,21,3,2,0,0,0,2,52,0,27,4,1,0,0,0,6,0,0,0,0,9416
72,2017,8,Kansas,1642,1,5005,4743,330,330,1,1,0,0,648,356,4,15,7,0,0,0,4,10,0,0,0,0,13097
73,2017,8,Kentucky,376016,0,8039,6555,244,459,0,13,12,0,1743,1585,1,5,3,0,0,0,22,14,2,4,0,1,394718
74,2017,8,Louisiana,2450,0,10124,8788,632,631,0,5,3,0,1079,925,6,0,0,0,0,0,22,22,5,1,0,1,24694
75,2017,8,Maine,1109,0,3019,2965,196,163,0,0,0,0,116,130,1,10,4,1,0,0,21,14,0,0,1,1,7751
77,2017,8,Maryland,2629,0,3657,4807,153,27,0,1,0,0,54,150,2,40,14,0,0,0,0,21,2,3,1,0,11561
78,2017,8,Massachusetts,8288,0,4713,2507,457,171,4,0,0,0,2,5,1,1,0,0,0,0,44,36,25,3,1,0,16258
79,2017,8,Michigan,18347,20,9849,9962,415,249,0,0,4,0,7,252,0,88,29,0,0,0,14,17,0,1,1,0,39255
80,2017,8,Minnesota,28449,0,5446,11294,418,315,0,2,1,0,203,406,1,17,13,9,0,0,19,20,0,0,0,0,46613
81,2017,8,Mississippi,1703,0,9059,7738,251,565,0,33,20,1,1477,1087,4,0,0,0,0,0,17,7,0,1,0,0,21963
82,2017,8,Missouri,897,0,17369,13918,1227,1027,0,4,2,1,1465,1135,3,198,17,3,0,0,73,94,11,2,1,2,37449
83,2017,8,Montana,1230,6,2597,4034,128,221,7,0,4,0,468,882,0,16,4,0,0,0,8,9,0,1,3,0,9618
84,2017,8,Nebraska,3180,124,109,1667,16,7,0,0,1,0,8,71,0,9,6,0,0,0,0,11,0,0,0,0,5209
85,2017,8,Nevada,1788,0,4052,2251,229,241,0,0,0,1,333,140,0,0,0,0,0,0,0,0,0,0,0,0,9035
86,2017,8,New Hampshire,2065,0,4164,2885,121,3,2,0,0,1,0,17,1,50,1,0,0,0,0,3,0,0,0,0,9313
87,2017,8,New Jersey,0,0,4238,3038,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7443
88,2017,8,New Mexico,1183,0,5000,3734,396,331,0,0,2,0,460,517,2,57,0,0,0,0,1,6,1,0,0,0,11690
89,2017,8,New York,2952,1600,9159,13239,891,158,0,1,0,1,16,20,1,18,23,1,5,4,380,280,12,7,9,2,28779
90,2017,8,North Carolina,23051,0,1194,11949,649,196,0,6,7,0,2062,1958,6,0,0,0,2,0,10,28,2,1,1,0,41122
91,2017,8,North Dakota,444,0,1500,2567,92,65,7,3,0,0,65,119,0,0,0,0,0,0,3,9,0,0,0,0,4874
92,2017,8,Ohio,10264,565,21432,14447,1242,1034,0,5,3,0,1325,709,4,17,2,0,0,0,27,24,1,2,0,0,51103
93,2017,8,Oklahoma,0,0,9732,8978,819,948,0,12,20,0,1799,1645,0,0,0,0,0,0,52,48,5,3,0,0,24061
94,2017,8,Oregon,3993,20,11780,8979,0,3,0,0,0,0,0,0,0,85,42,2,0,0,0,0,0,0,0,0,24904
95,2017,8,Pennsylvania,24329,0,40628,13170,78,0,172,0,0,0,0,0,0,533,109,1,0,0,0,0,0,0,0,0,79020
97,2017,8,Rhode Island,0,0,883,596,68,154,0,0,0,0,2,3,0,0,0,1,0,0,7,3,0,0,1,0,1718
98,2017,8,South Carolina,12255,2077,8268,6421,412,361,0,17,18,0,1052,683,4,56,5,0,0,0,22,11,0,1,0,0,31663
99,2017,8,South Dakota,737,0,2082,3233,180,111,1,0,2,0,134,198,1,0,0,0,0,0,3,4,0,0,0,0,6686
100,2017,8,Tennessee,14548,0,19965,14204,1191,0,0,0,0,0,0,0,0,31,4,2,0,0,0,0,0,0,0,0,49945
101,2017,8,Texas,22971,0,37277,34884,2093,2474,0,30,18,0,6619,4304,26,86,8,0,0,0,83,63,6,1,1,2,110946
102,2017,8,Utah,15013,20,2790,3154,190,0,0,4,4,0,246,351,0,162,45,31,0,0,0,0,0,0,0,0,22010
103,2017,8,Vermont,0,0,1232,1254,94,89,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,2676
105,2017,8,Virginia,2220,0,20797,14926,1161,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,39114
106,2017,8,Washington,12068,51,13788,9776,1529,623,6,1,6,0,1209,1029,4,479,104,8,0,0,760,628,29,6,15,1,42120
107,2017,8,West Virginia,2028,0,4946,4651,241,341,2,5,11,0,1201,1279,1,18,0,3,0,0,25,17,0,0,0,1,14770
108,2017,8,Wisconsin,12647,0,12749,14317,642,42,0,0,0,1,181,262,5,33,13,0,0,0,0,32,0,0,0,0,40924
109,2017,8,Wyoming,408,15,1411,1762,62,86,2,1,4,0,161,191,0,0,0,0,0,0,4,4,0,0,0,0,4111
110,2017,7,Alabama,18042,1,6046,4790,224,258,0,7,13,0,1110,963,0,0,0,0,0,0,12,8,0,0,0,0,31474
111,2017,7,Alaska,222,5,2911,2458,238,180,0,3,3,0,201,164,0,16,17,9,0,0,31,27,1,0,1,0,6487
112,2017,7,Arizona,5606,126,10194,6363,999,544,0,8,4,1,1230,516,1,81,16,0,0,0,13,12,0,0,0,0,25714
113,2017,7,Arkansas,2564,571,4343,3804,189,254,44,9,5,0,1009,1195,1,0,0,0,0,0,9,17,1,0,0,0,14015
114,2017,7,California,52610,0,37027,21721,2514,0,0,0,0,0,393,322,8,0,0,0,0,0,0,0,0,0,0,0,114595
115,2017,7,Colorado,4392,0,16063,11065,1004,1020,0,0,0,0,0,0,0,218,49,0,0,0,0,0,0,0,0,0,33811
116,2017,7,Connecticut,6387,274,5450,1771,280,0,362,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14525
117,2017,7,Delaware,305,0,1417,1000,71,60,0,0,0,0,24,19,4,0,0,0,0,0,57,22,2,0,0,0,2981
119,2017,7,Florida,16978,0,47430,18941,2975,1844,20,7,2,2,3115,1143,5,302,48,3,0,0,5,2,0,0,0,0,92822
120,2017,7,Georgia,14623,0,10685,6166,365,400,0,17,7,0,1674,1107,7,4,0,0,0,0,18,9,1,1,1,0,35085
122,2017,7,Hawaii,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1109
123,2017,7,Idaho,4539,0,2887,3276,191,149,0,2,3,0,319,431,0,34,14,0,0,0,8,14,2,0,2,0,11871
124,2017,7,Illinois,13652,65271,18417,9895,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108000
125,2017,7,Indiana,19386,0,15385,9995,950,584,194,1,7,0,96,422,11,20,0,0,0,0,48,39,0,3,4,0,47145
126,2017,7,Iowa,5099,1846,94,1649,22,4,12,0,0,0,0,49,1,18,3,0,0,0,0,4,0,0,0,0,8801
127,2017,7,Kansas,3667,3,4636,3914,325,278,0,2,1,1,580,319,6,22,3,2,0,0,4,5,5,0,1,1,13775
128,2017,7,Kentucky,374603,0,7236,5118,241,419,0,9,7,0,1548,1249,2,7,2,0,0,0,26,25,1,0,0,1,390494
129,2017,7,Louisiana,1930,0,9420,5992,663,575,0,4,4,1,1058,761,1,0,0,0,0,0,20,18,2,1,3,1,20454
130,2017,7,Maine,390,0,2695,2259,144,122,0,1,0,0,83,115,0,3,5,0,0,0,12,6,0,1,0,1,5837
132,2017,7,Maryland,2025,0,3710,3922,172,18,0,0,1,1,58,121,5,24,12,0,0,0,0,18,0,1,0,0,10088
133,2017,7,Massachusetts,6185,0,4034,2150,332,118,3,0,0,0,1,0,0,1,0,0,0,0,38,25,11,1,1,0,12900
134,2017,7,Michigan,15464,14,9305,7687,339,208,0,0,1,0,5,240,0,68,13,10,0,0,18,6,0,0,0,0,33378
135,2017,7,Minnesota,27018,0,5181,7734,430,245,0,1,0,0,176,347,0,11,7,4,0,0,16,13,2,1,0,0,41186
136,2017,7,Mississippi,1506,0,5961,3980,247,320,0,24,14,0,1336,977,2,0,0,0,0,0,13,5,1,0,1,1,14388
137,2017,7,Missouri,716,0,16151,11098,1013,857,0,6,6,0,1344,937,4,131,19,2,0,0,66,54,4,4,2,1,32415
138,2017,7,Montana,1043,0,2307,3168,137,156,10,1,3,0,418,619,1,18,1,2,0,0,1,3,0,0,2,0,7890
139,2017,7,Nebraska,2656,221,97,1204,10,0,0,2,1,0,6,50,1,11,4,0,0,0,0,3,0,0,0,0,4266
140,2017,7,Nevada,1805,0,3647,1962,219,223,0,0,0,0,317,137,0,0,0,0,0,0,0,0,0,0,0,0,8310
141,2017,7,New Hampshire,1451,0,4228,2427,128,4,11,0,0,0,0,11,1,64,6,0,0,0,0,2,0,0,0,0,8333
142,2017,7,New Jersey,0,0,4351,2519,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7034
143,2017,7,New Mexico,1009,0,4834,3254,361,228,0,3,3,0,428,400,3,43,0,0,0,0,8,5,1,0,0,0,10580
144,2017,7,New York,2315,1053,9212,11301,879,170,0,1,0,0,14,17,0,21,17,0,2,2,356,187,16,9,3,1,25576
145,2017,7,North Carolina,20102,0,1059,9316,551,180,0,8,9,0,1831,1688,8,0,0,0,3,0,7,18,1,1,2,0,34784
146,2017,7,North Dakota,496,0,1286,2030,85,62,4,2,0,0,70,87,0,0,0,0,0,0,4,8,2,0,0,0,4136
147,2017,7,Ohio,9440,852,20990,14131,1227,959,0,4,2,1,1143,605,4,12,4,0,0,0,31,22,1,2,1,1,49432
148,2017,7,Oklahoma,0,0,9377,6698,882,668,0,19,9,0,1626,1369,8,0,0,0,0,0,37,41,3,1,0,0,20738
149,2017,7,Oregon,3998,43,11160,7877,0,1,0,0,0,0,0,0,0,109,51,0,0,0,0,0,0,0,0,0,23239
150,2017,7,Pennsylvania,23669,0,37329,11694,159,0,188,0,0,0,0,0,0,525,86,4,0,0,0,0,0,0,0,0,73654
152,2017,7,Rhode Island,0,0,836,593,64,129,0,0,0,0,3,2,0,3,3,1,0,0,5,3,2,0,2,0,1646
153,2017,7,South Carolina,11585,664,7458,4622,405,327,0,31,11,0,887,509,2,37,7,0,0,0,14,8,0,0,0,0,26567
154,2017,7,South Dakota,1138,0,1926,2355,200,99,0,0,0,0,119,221,0,0,0,0,0,0,3,7,0,0,0,0,6068
155,2017,7,Tennessee,19766,0,20279,11425,1125,0,0,0,0,0,0,0,0,38,5,5,0,0,0,0,0,0,0,0,52643
156,2017,7,Texas,19006,0,36913,27245,2653,2193,0,35,23,1,6165,3869,33,74,3,0,0,0,67,45,9,1,3,0,98338
157,2017,7,Utah,11902,29,2562,2546,202,0,0,0,3,0,228,307,0,102,25,19,0,0,0,0,0,0,0,0,17925
158,2017,7,Vermont,0,0,1127,1012,87,47,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2275
160,2017,7,Virginia,1139,0,20688,13381,971,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36183
161,2017,7,Washington,10910,58,12872,8636,1503,565,0,5,6,1,1158,901,2,383,105,6,0,0,708,502,36,7,5,0,38369
162,2017,7,West Virginia,1798,0,4860,4535,231,328,6,12,20,0,1060,1074,2,2,1,3,0,0,24,14,0,0,0,0,13970
163,2017,7,Wisconsin,10275,0,11537,9946,585,44,0,0,0,3,154,221,10,36,18,3,0,0,0,14,0,0,0,0,32846
164,2017,7,Wyoming,279,9,1231,1395,82,77,11,1,1,1,142,163,1,0,0,0,0,0,2,3,0,0,0,0,3398
165,2017,6,Alabama,19508,89,8275,4782,254,334,0,11,11,2,1362,1029,2,0,0,0,0,0,16,9,0,1,1,1,35687
166,2017,6,Alaska,242,2,2909,2254,225,190,0,5,3,0,239,194,1,18,28,1,0,0,19,22,0,0,1,0,6353
167,2017,6,Arizona,6505,157,11507,6726,947,606,0,4,5,0,1246,492,4,97,7,0,0,0,31,14,10,0,1,0,28359
168,2017,6,Arkansas,3033,778,5634,4070,190,292,26,8,8,0,1172,1374,1,0,0,0,0,0,15,12,0,0,1,0,16614
169,2017,6,California,60142,0,42726,23807,2763,0,0,0,0,0,436,308,5,0,0,0,0,0,0,0,0,0,0,0,130187
170,2017,6,Colorado,4920,0,17781,11298,1151,1038,0,0,0,0,0,0,0,231,40,0,0,0,0,0,0,0,0,0,36459
171,2017,6,Connecticut,8290,0,6203,1765,243,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16504
172,2017,6,Delaware,533,0,1724,1082,74,66,0,1,0,0,41,17,4,0,0,0,0,0,60,28,3,1,0,0,3634
174,2017,6,Florida,18831,0,52114,19380,3260,2012,3,6,3,0,3343,1170,5,316,42,2,0,0,12,6,1,0,0,2,100508
175,2017,6,Georgia,15591,0,13617,6474,394,497,0,20,14,0,1973,1255,6,0,0,0,0,0,19,12,2,0,0,0,39874
177,2017,6,Hawaii,1082,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1083
178,2017,6,Idaho,11559,3,3645,3698,184,184,1,3,5,1,408,480,1,40,10,0,0,0,8,8,2,0,1,0,20241
179,2017,6,Illinois,14883,67331,21394,9491,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113889
180,2017,6,Indiana,19163,0,18351,9706,1093,528,226,0,2,0,53,448,13,8,0,1,0,0,60,31,4,2,0,0,49689
181,2017,6,Iowa,5638,856,98,1641,36,3,7,0,1,0,0,45,0,16,4,0,0,0,1,6,0,0,0,0,8352
182,2017,6,Kansas,2400,5,5625,3788,355,280,0,3,1,0,623,344,5,21,6,0,0,0,9,19,0,0,1,0,13485
183,2017,6,Kentucky,373842,0,8765,5223,265,469,0,5,6,1,1917,1453,2,4,2,0,0,0,31,17,0,0,0,0,392002
184,2017,6,Louisiana,2011,0,11706,6324,859,540,0,0,3,0,1154,860,3,0,0,0,0,0,20,15,0,2,0,0,23497
185,2017,6,Maine,567,0,3064,2188,210,155,1,0,0,0,122,136,0,5,10,1,0,0,11,4,0,0,0,0,6474
187,2017,6,Maryland,2477,0,3968,3963,250,19,0,1,1,1,50,124,3,53,17,0,0,0,0,9,2,3,0,4,10945
188,2017,6,Massachusetts,7347,0,5612,2287,329,149,4,0,0,0,6,2,0,0,1,0,0,0,60,29,14,1,0,0,15841
189,2017,6,Michigan,17225,10,11170,7578,463,200,0,0,1,0,11,265,0,99,33,0,0,0,20,11,1,0,1,0,37088
190,2017,6,Minnesota,29559,0,6258,7505,515,286,0,3,1,0,212,349,2,19,11,1,0,0,18,33,1,0,2,0,44775
191,2017,6,Mississippi,1783,0,7987,4029,268,382,0,29,17,0,1557,1081,3,0,0,0,0,0,6,12,0,0,0,0,17154
192,2017,6,Missouri,730,0,19459,11470,1200,935,0,9,6,1,1588,1041,7,154,16,0,0,0,70,51,10,1,3,1,36752
193,2017,6,Montana,1518,0,3026,3727,162,212,7,2,2,0,481,736,0,13,0,1,0,0,3,8,0,1,1,1,9901
194,2017,6,Nebraska,2799,14,99,1261,22,2,0,0,0,0,8,46,0,5,4,0,0,0,0,5,0,0,0,0,4265
195,2017,6,Nevada,2895,0,4449,2337,242,219,0,0,0,0,334,126,0,0,0,0,0,0,0,0,0,0,0,0,10602
196,2017,6,New Hampshire,1659,0,4836,2412,164,2,17,0,0,0,0,10,0,62,10,4,0,0,0,8,0,0,0,0,9184
197,2017,6,New Jersey,0,0,5022,2586,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7790
198,2017,6,New Mexico,1140,0,5152,3486,421,261,0,1,1,0,450,425,0,49,0,0,0,0,7,2,0,0,2,1,11398
199,2017,6,New York,2602,1082,10784,11309,921,196,0,0,0,0,16,14,2,14,30,1,0,4,399,273,18,8,2,2,27677
200,2017,6,North Carolina,23048,0,1581,9570,558,228,0,10,10,0,2134,1979,5,0,0,0,1,0,13,27,3,1,1,0,39169
201,2017,6,North Dakota,1159,0,1426,1942,97,59,9,0,0,0,93,130,1,0,0,0,0,0,9,8,4,0,0,2,4939
202,2017,6,Ohio,11147,347,23703,13536,1324,973,0,6,5,0,1356,670,6,16,4,0,0,0,40,23,2,4,0,2,53164
203,2017,6,Oklahoma,0,0,11872,7459,942,778,0,8,16,0,1879,1583,10,0,0,0,0,0,33,43,7,1,1,0,24632
204,2017,6,Oregon,4087,42,13632,9218,0,1,0,0,0,0,0,0,0,85,38,0,0,0,0,0,0,0,0,0,27103
205,2017,6,Pennsylvania,22674,0,41408,11117,200,0,203,0,0,0,0,0,0,497,102,0,0,0,0,0,0,0,0,0,76201
207,2017,6,Rhode Island,0,0,1053,592,65,151,0,0,0,0,2,3,0,0,1,1,0,0,20,7,0,1,3,0,1899
208,2017,6,South Carolina,13761,578,11431,4533,473,445,0,24,11,1,1076,571,6,55,3,1,0,0,15,7,3,0,0,1,32995
209,2017,6,South Dakota,1266,0,2215,2458,244,142,0,1,1,0,149,204,2,0,0,0,0,0,6,12,3,1,0,0,6704
210,2017,6,Tennessee,16722,0,23369,11558,1237,0,0,0,0,0,0,0,0,56,8,9,0,0,0,0,0,0,0,0,52959
211,2017,6,Texas,23877,0,48895,29119,3000,2307,0,27,16,0,6712,3899,38,76,6,0,0,0,55,44,10,2,7,1,118091
212,2017,6,Utah,14721,39,3307,2989,208,0,0,0,3,0,279,351,3,150,53,35,0,0,0,0,0,0,0,0,22138
213,2017,6,Vermont,0,0,1296,973,71,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2382
215,2017,6,Virginia,728,0,22416,12706,959,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0,0,36838
216,2017,6,Washington,12964,49,16674,9805,1694,604,4,6,10,2,1232,981,3,482,112,7,0,0,763,574,33,15,9,0,46023
217,2017,6,West Virginia,1889,0,5409,4165,229,328,3,17,20,0,1202,1171,2,16,0,3,0,0,26,18,0,0,0,0,14498
218,2017,6,Wisconsin,11645,0,13463,9959,640,41,0,0,0,1,165,268,3,48,19,2,0,0,0,13,0,0,0,0,36267
219,2017,6,Wyoming,350,16,1520,1544,107,85,0,2,2,0,166,173,1,0,0,0,0,0,7,2,0,0,0,0,3975
220,2017,5,Alabama,18538,313,7198,4559,254,309,0,5,15,0,1172,938,4,0,0,0,0,0,12,11,1,0,1,1,33331
221,2017,5,Alaska,247,0,2851,2459,216,170,0,6,1,0,205,161,2,24,23,0,0,0,39,34,2,1,0,1,6442
222,2017,5,Arizona,6628,136,12002,6555,951,621,0,6,4,1,1119,551,4,98,7,0,0,0,32,13,4,1,1,0,28734
